case_id,split_candidate,category_id,category_name,extra_requirement,is_substitutable,proposed_expected_status,proposed_expected_mode,proposed_expected_constraints,proposed_expected_preference_groups,scenario_type,grounding_source,generation_reason,candidate_origin,source_reference,existing_test_case_id,parser_exposure,evaluation_partition_candidate,reviewer_status,corrected_expected_status,corrected_expected_mode,corrected_expected_constraints,corrected_expected_preference_groups,proposed_expected_effective_requirement_mode,corrected_expected_effective_requirement_mode,proposed_expected_passthrough_text,corrected_expected_passthrough_text,reviewer_note
part-a-v2-2-091,STANDARD,health-functional-food:eye_health,눈 건강,캡슐을 빼지 마세요. 캡슐로 꼭 선택해 주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-029-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-092,STANDARD,health-functional-food:protein,단백질,비오틴을 빼지 마세요. 비오틴은 반드시 포함해 선택해 주세요,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-030-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-093,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,젤리를 빼지 마세요. 젤리로 꼭 선택해 주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-031-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-094,STANDARD,health-functional-food:protein,단백질,분말을 빼지 마세요. 분말을 반드시 포함해 선택해 주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-032-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-095,STANDARD,health-functional-food:eye_health,눈 건강,"가능하면 액상은 안 들어간 쪽이 낫긴 한데, 그래도 결국엔 액상으로 꼭 선택할게요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-033-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-096,STANDARD,health-functional-food:protein,단백질,"가능하면 비오틴은 안 포함된 게 좋을 것 같아요, 아님 말고 일단 비오틴 꼭 넣어 주세요.",true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-034-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-097,STANDARD,health-functional-food:eye_health,눈 건강,될 수 있으면 환이 안 들어간 쪽이 더 좋습니다.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-037-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-098,STANDARD,health-functional-food:protein,단백질,가능하면 비오틴이 안 포함된 게 낫습니다.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-038-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-099,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,될 수 있으면 과립이 안 들어간 쪽이 더 좋아요.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-039-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-100,STANDARD,health-functional-food:protein,단백질,가능하면 분말은 안 포함된 게 더 낫습니다.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,openai-NP-040-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-101,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,캡슐 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":2,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-102,STANDARD,health-functional-food:omega_fatty_acid,오메가·지방산,환 제외 제품을 찾습니다.,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-103,STANDARD,health-functional-food:heart_blood,혈행·혈압 건강,1일 3회 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 3회"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-104,STANDARD,health-functional-food:protein,단백질,"판토텐산, 비오틴 제외 제품을 찾습니다.",true,PARSED,EXCLUDE,"[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""판토텐산, 비오틴"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-105,STANDARD,health-functional-food:joint_health,관절·연골 건강,이번 요청은 환 포함 제품으로 찾아주세요.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-106,STANDARD,health-functional-food:skin_collagen,피부·콜라겐,제품을 고를 때 1일 2회 포함 여부를 먼저 봐요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-107,STANDARD,health-functional-food:propolis,프로폴리스,이번 요청에서는 정 없는 제품을 찾아주세요.,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-108,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,겔 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":10,""value"":""겔"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-109,STANDARD,health-functional-food:skin_collagen,피부·콜라겐,겔 제외 제품을 찾습니다.,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""겔"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-110,STANDARD,health-functional-food:blood_sugar_metabolic,혈당·대사,미숙여주주정추출분말 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""미숙여주주정추출분말"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-111,STANDARD,health-functional-food:vitamin_mineral,비타민·미네랄,액상 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-112,STANDARD,health-functional-food:liver_health,간 건강,환 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":3,""value"":""환"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-113,STANDARD,health-functional-food:red_ginseng,홍삼·인삼,인삼 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""인삼"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-114,STANDARD,health-functional-food:heart_blood,혈행·혈압 건강,액상 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-115,STANDARD,health-functional-food:omega_fatty_acid,오메가·지방산,제품을 고를 때 액상 포함 여부를 먼저 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":2,""value"":""액상"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-116,STANDARD,health-functional-food:male_health,남성 건강,캡슐 제외 제품을 찾습니다.,true,PARSED,EXCLUDE,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-117,STANDARD,health-functional-food:propolis,프로폴리스,프로폴리스추출물(원료성) 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""프로폴리스추출물(원료성)"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-118,STANDARD,health-functional-food:other_functional,기타 기능성 건강식품,1일 5회 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":6,""value"":""1일 5회"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,QA 확인 완료: other_functional daily_frequency code 6의 '1일 5회'는 V2.2 taxonomy에 존재하는 canonical value이다.
part-a-v2-2-119,STANDARD,health-functional-food:heart_blood,혈행·혈압 건강,"코엔자임Q10, 바나바잎 추출물, 은행잎 추출물, 홍국 제외 제품을 찾습니다.",true,PARSED,EXCLUDE,"[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""코엔자임Q10, 바나바잎 추출물, 은행잎 추출물, 홍국"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-120,STANDARD,health-functional-food:blood_sugar_metabolic,혈당·대사,정 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""정"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-121,STANDARD,health-functional-food:protein,단백질,1일 5회 포함 제품을 찾습니다.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":5,""value"":""1일 5회"",""constraint_type"":""PREFER""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-122,STANDARD,health-functional-food:eye_health,눈 건강,1일 2회 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-123,STANDARD,health-functional-food:dietary_fiber,식이섬유·체중관리,과립 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""과립"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-124,STANDARD,health-functional-food:blood_sugar_metabolic,혈당·대사,캡슐 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":3,""value"":""캡슐"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-125,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"비타민 D, 아연, 프로바이오틱스 제외 제품을 찾습니다.",true,PARSED,EXCLUDE,"[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""비타민 D, 아연, 프로바이오틱스"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-126,STANDARD,health-functional-food:theanine_sleep,테아닌·수면,감태추출물 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""감태추출물"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-127,STANDARD,health-functional-food:red_ginseng,홍삼·인삼,정 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-128,STANDARD,health-functional-food:joint_health,관절·연골 건강,1일 2회 제외 제품을 찾습니다.,true,PARSED,EXCLUDE,"[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-129,STANDARD,health-functional-food:male_health,남성 건강,캡슐 제형이 포함된 제품을 찾아주세요.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-130,STANDARD,health-functional-food:propolis,프로폴리스,1일 1회 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 1회"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-131,STANDARD,health-functional-food:theanine_sleep,테아닌·수면,젤리 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":5,""value"":""젤리"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-132,STANDARD,health-functional-food:joint_health,관절·연골 건강,글루코사민 제품 포함 여부를 중요하게 봐요.,true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""글루코사민 제품"",""constraint_type"":""PREFER""}]",[],GROUNDED_PREFER_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-133,STANDARD,health-functional-food:blood_sugar_metabolic,혈당·대사,"녹차추출물, 바나바잎 추출물 제외 제품을 찾습니다.",true,PARSED,EXCLUDE,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""녹차추출물, 바나바잎 추출물"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-134,STANDARD,health-functional-food:red_ginseng,홍삼·인삼,"인삼제품, 인삼(원료성) 제외 제품을 찾습니다.",true,PARSED,EXCLUDE,"[{""facet_name"":""functional_ingredients"",""value_code"":10,""value"":""인삼제품, 인삼(원료성)"",""constraint_type"":""EXCLUDE""}]",[],GROUNDED_EXCLUDE_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-135,STANDARD,health-functional-food:skin_collagen,피부·콜라겐,감마리놀렌산 함유 유지 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""감마리놀렌산 함유 유지"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-136,STANDARD,health-functional-food:dietary_fiber,식이섬유·체중관리,1일 1회 포함 제품을 찾습니다.,true,PARSED,MUST,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 1회"",""constraint_type"":""MUST""}]",[],GROUNDED_MUST_CANDIDATE,Facet Taxonomy V2.2 canonical value,Deterministic candidate from an existing category-local canonical value; human review required.,NEW_STANDARD_CANDIDATE,config/facet_taxonomy_v2_2.json,,NEW_UNSEEN_CANDIDATE,HOLDOUT,PENDING_REVIEW,,,,,STRUCTURED,,,,
