case_id,partition,category_id,extra_requirement,expected_json,actual_json,status_match,parser_mode_match,effective_mode_match,constraints_match,preference_groups_match,passthrough_match,row_pass
part-a-v2-2-094,DEV,health-functional-food:protein,분말을 빼지 마세요. 분말을 반드시 포함해 선택해 주세요,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-095,DEV,health-functional-food:eye_health,"가능하면 액상은 안 들어간 쪽이 낫긴 한데, 그래도 결국엔 액상으로 꼭 선택할게요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-096,DEV,health-functional-food:protein,"가능하면 비오틴은 안 포함된 게 좋을 것 같아요, 아님 말고 일단 비오틴 꼭 넣어 주세요.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-097,DEV,health-functional-food:eye_health,될 수 있으면 환이 안 들어간 쪽이 더 좋습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-098,DEV,health-functional-food:protein,가능하면 비오틴이 안 포함된 게 낫습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-099,DEV,health-functional-food:probiotics,될 수 있으면 과립이 안 들어간 쪽이 더 좋아요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-100,DEV,health-functional-food:protein,가능하면 분말은 안 포함된 게 더 낫습니다.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-101,HOLDOUT,health-functional-food:probiotics,캡슐 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-102,HOLDOUT,health-functional-food:omega_fatty_acid,환 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-103,HOLDOUT,health-functional-food:heart_blood,1일 3회 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 3회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 3회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-104,HOLDOUT,health-functional-food:protein,"판토텐산, 비오틴 제외 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""판토텐산, 비오틴"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""판토텐산, 비오틴"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-105,HOLDOUT,health-functional-food:joint_health,이번 요청은 환 포함 제품으로 찾아주세요.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-106,HOLDOUT,health-functional-food:skin_collagen,제품을 고를 때 1일 2회 포함 여부를 먼저 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-107,HOLDOUT,health-functional-food:propolis,이번 요청에서는 정 없는 제품을 찾아주세요.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,False,True,False,True,True,False
part-a-v2-2-108,HOLDOUT,health-functional-food:probiotics,겔 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":10,""value"":""겔"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-109,HOLDOUT,health-functional-food:skin_collagen,겔 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""겔"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""겔"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-110,HOLDOUT,health-functional-food:blood_sugar_metabolic,미숙여주주정추출분말 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""미숙여주주정추출분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""미숙여주주정추출분말"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-111,HOLDOUT,health-functional-food:vitamin_mineral,액상 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-112,HOLDOUT,health-functional-food:liver_health,환 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":3,""value"":""환"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-113,HOLDOUT,health-functional-food:red_ginseng,인삼 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""인삼"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-114,HOLDOUT,health-functional-food:heart_blood,액상 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-115,HOLDOUT,health-functional-food:omega_fatty_acid,제품을 고를 때 액상 포함 여부를 먼저 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""액상"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-116,HOLDOUT,health-functional-food:male_health,캡슐 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-117,HOLDOUT,health-functional-food:propolis,프로폴리스추출물(원료성) 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""프로폴리스추출물(원료성)"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""프로폴리스추출물(원료성)"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-118,HOLDOUT,health-functional-food:other_functional,1일 5회 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":6,""value"":""1일 5회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-119,HOLDOUT,health-functional-food:heart_blood,"코엔자임Q10, 바나바잎 추출물, 은행잎 추출물, 홍국 제외 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""코엔자임Q10, 바나바잎 추출물, 은행잎 추출물, 홍국"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""코엔자임Q10, 바나바잎 추출물, 은행잎 추출물, 홍국"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-120,HOLDOUT,health-functional-food:blood_sugar_metabolic,정 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""정"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-121,HOLDOUT,health-functional-food:protein,1일 5회 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":5,""value"":""1일 5회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":5,""value"":""1일 5회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-122,HOLDOUT,health-functional-food:eye_health,1일 2회 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-123,HOLDOUT,health-functional-food:dietary_fiber,과립 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""과립"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-124,HOLDOUT,health-functional-food:blood_sugar_metabolic,캡슐 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":3,""value"":""캡슐"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-125,HOLDOUT,health-functional-food:probiotics,"비타민 D, 아연, 프로바이오틱스 제외 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""비타민 D, 아연, 프로바이오틱스"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""비타민 D, 아연, 프로바이오틱스"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-126,HOLDOUT,health-functional-food:theanine_sleep,감태추출물 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""감태추출물"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-127,HOLDOUT,health-functional-food:red_ginseng,정 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""정"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-128,HOLDOUT,health-functional-food:joint_health,1일 2회 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 2회"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-129,HOLDOUT,health-functional-food:male_health,캡슐 제형이 포함된 제품을 찾아주세요.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-130,HOLDOUT,health-functional-food:propolis,1일 1회 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 1회"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-131,HOLDOUT,health-functional-food:theanine_sleep,젤리 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""젤리"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-132,HOLDOUT,health-functional-food:joint_health,글루코사민 제품 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""글루코사민 제품"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-133,HOLDOUT,health-functional-food:blood_sugar_metabolic,"녹차추출물, 바나바잎 추출물 제외 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""녹차추출물, 바나바잎 추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""녹차추출물, 바나바잎 추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-134,HOLDOUT,health-functional-food:red_ginseng,"인삼제품, 인삼(원료성) 제외 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":10,""value"":""인삼제품, 인삼(원료성)"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":10,""value"":""인삼제품, 인삼(원료성)"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-135,HOLDOUT,health-functional-food:skin_collagen,감마리놀렌산 함유 유지 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""감마리놀렌산 함유 유지"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""감마리놀렌산 함유 유지"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-136,HOLDOUT,health-functional-food:dietary_fiber,1일 1회 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 1회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 1회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-137,HOLDOUT,health-functional-food:vitamin_mineral,비타민 E 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":10,""value"":""비타민 E"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":10,""value"":""비타민 E"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
